name,active,comment,info_link,portrait_link
KINGINSLAND,,Orchidologist,,
"KINGSMILL, Walter C., Sir",1864-1935,"Geologist, politician",,
"KIRBY, K.A.","fl. 1916,1949",,,
"KIRBY, Stan",fl. 1950-60s,Horticulturalist Canberra Botanic Gardens,,portrait
"KIRKMAN, Hugh",1941-,Botanist (marine flora),,
"KIRKPATRICK, James Barrie, Dr",1946-,"Botanist, ecologist, phytogeographer, writer",notes,portrait
"KIRTON, Frederick A.",c. 1879-1911,Photographer,notes,
"KIRTON, William",fl. 1877-87,,,
"KITSON, Albert Ernest, Sir",1868-1937,"Geologist, naturalist",notes,
"KLEINSCHMIDT, Harold Edwin*",1925-,Botanist,,portrait
"KLEINSCHMIDT, Thomas",,,,
"KLOOT, Peter",c.1945-2015,"Botanist, weed authority, SA",notes,portrait
"KLOSS, Cecil Boden",1877-1949,Palaeontologist,,
"KNIGHT, Ann Augusta (Gussie)  nee McKAIL",1840-1904,"Wildflower artist, collector for Mueller in WA",notes,
"KNIGHT, Charles",1808-1891,Lichenologist,notes,portrait
"KNIGHT, Ernest William",1869-,Collected for Mueller in WA,,
"KNOTZSCH, Charles Herrmann; [or KNOETZSCH ]",c.1830-1913,"Publican, gold-miner, gardener",notes,
"KOCH, Beverley L.",1957-,"Herbarium flora information officer, Perth ~1990",,
"KOCH, M.",fl. 1926,,,
"KOCH, Max",1854-1925,"Farmhand, sawmill worker, seed collector",notes,
"KODELA, Phillip G.",1962-,"Geographer, ecologist, editor",notes,
"KOK, B.",,,,
"KONINCK, L.G. Prof.",fl. 1870,Palaeontologist,,
"KOTSCHY, L.",,,,
"KOVATS von SZENT-LELER, Julius",1815-1873,,,
"KOWELS, A.J.",fl. 1854-1870,Botanical lithographer,notes,
"KRAEHENBUEHL, Darell Nairn*",1934-2018,"Botanist, author, prolific plant collector, SA",notes,portrait
"KRAFT, Gerald Thompson, Dr",1939-,"Botanist, phycologist, author",,
"KREFFT, Gerald",1830-1881,"Natural history surveyor, Murray River",,
"KRICHAUFF, Friedrich Edouard Heinrich Wulf",1824-1904,"Politician, agriculturalist",,portrait
"KRUSE, John",1822-1895,"Pharmacist, lecturer in botany",,portrait
"KUCHEL, Rex Harold",1917-,Botanist,,
"KUCZYNSKI, S.N.",fl. 1866,,,
"KUEKENTRAL, George",1864-1955,,,
"KUENTZ, Louise, Miss",fl.1885,"Collected for Mueller inland rivers, Manly, NSW",,
"KUNTZE, Carl Ernst Otto [sometimes Eduard]",1843-1907,"Botanist, manufacturing chemist",,portrait
"KUROKAWA, Syo, Dr",fl. 1960s-70s,Lichen collector,,
L'HORSCHY,,,,
"LA TROBE, Charles Joseph",1801-1875,"Governor, city planner",,
"LAAN, Adolf van der",fl. 1717-1768,Botanical engraver,notes,
"LABILLARDIERE, Jacques Julien Houton [Houtou, Houtton] de",1755-1834,"Naturalist, botanist, author",notes,portrait
"LADIGES. Pauline Yvonne, Dr*",1948-,"Numerical taxonomist, phylogenetic systematist",notes,portrait
"LAIDLAW, William",-1925,"Botanist, Gardens Director",,
"LAING, Robert Malcolm",1865-,Naturalist,,
"LAING, W.",,,,
"LAIRD, Norman",1915-1978,"Naturalist, artist, producer",,
"LAM, Johannes Herman, Prof.*",1892-1977,Botanist,,
LAMARTINIERE. Bossieu,fl. 1785-88,"Medical officer, botanist",,
LAMBERT,,Phycologist,,
"LAMBTON, Alfred Harbord, Rev.",1887-1979,"Priest, Qld and PNG",notes,
"LAMONT, Byron Bernard",1945-,"Ecologist, physiologist",,
"LAMONT, E., Miss",fl. 1888,Phycologist,,
"LAMONT, Eva Frances (later Mrs BOWKETT)",1861-1945,Collected for Mueller in Qld,notes,
"LAMONT, G.F., Miss",,,,
"LAMONT, James, Rev.",1844-1928,"Presbyterian Moderator, UK, Hong Kong, NSW",notes,portrait
"LANDER, Nicholas Sean",1948-,"Botanist, Asteraceae, Malvaceae, WA",,
"LANDSBOROUGH, Miss",fl.1890s,"Collected for Mueller near Toowoomba, Qld",,
"LANDSBOROUGH, William",1825-1886,"Explorer, naturalist",,portrait
"LANE POOLE, Charles Edward",1885-1970,"Forest Inspector-General, writer",notes,portrait
"LANG, John Dunmore, Rev., Dr",1799-1878,"Presbyterian minister, politician, writer",,
"LANG, Peter John*",1955-,,,
"LANG, William H., Prof",1874-ob.,Palaeobotanist,,
LANGDON,fl. 1930s,,,
"LANGDON, Raymond Forbes Newton*",1916-,Botanist,,
"LANGE, Robert Terence Dr*",1934-,"Botanist, plant palaeobotanist",,
"LANGFIELD, Ernest Clarence Boyd",fl. 1948-52,,,
"LANGLEY, Jean",fl. 1960s,,,
"LANGLEY, Laurence Joseph",1917-2007,"Seed supplier (esp eucalypts), horticulturist",notes,portrait
"LANGOIS, Vincent Marie",1756-?,Botanical engraver,notes,
"LANKESTER, A.E.",fl. 1890s,,,
"LANYON, M.",,"Author, artist",,
"LAPINPURO, Liisa",,,,
"LARGE, Richard",1882-1967,Forrester,notes,
"LASERON, Charles Francis",1887-1959,"Antarctic expeditioner, museum curator",notes,portrait
"LASSAK, Erich V.",1934-2015,Researched essential oils in Aust plants,notes,portrait
"LATTORFF, H.",fl. 1880s,,,
"LATZ, Peter Kenneth*",1941-,"Herbarium botanist, ethnobotanist, agrostologist, NT",notes,portrait
"LAU [LAW], Hermann",fl. 1860s,,,
"LAUGHTON, Annie Watson",1853-1903,Flower painter,,
"LAUTERBACH, Carl Adolf George",1864-1937,"Botanist, in Aust Oct-Nov 1889, also PNG",,
"LAUTERER, Joseph, Dr",1848-1911,"Medical Doctor, Phytochemist",notes,
"LAVARACK, Peter S. (Bill) Dr",1942-,"Botanist, orchidologist, Qld",notes,portrait
"LAVERY, H.J.",fl. 1960s,,,
"LAW-SMITH, Joan, Lady*",1919-,Artist,,
"LAWES, William George, Rev.",1839-1907,Missionary,,
"LAWLER, Len",1925-2011,"Orchid ethnologist, collector, Qld",notes,portrait
"LAWRENCE, Margaret Elizabeth",1953-,Botanist,,
"LAWRENCE, Robert William",1807-1833,"Naturalist, plant collector, Tas",notes,
"LAWSON, Abercrombie Anstruther",1870-1927,Prof Botany Uni Sydney from 1913,notes,portrait
"LAWSON, John, Prof.",El.1870s,,,
"LAWSON, Marmaduke Alexander, Prof",1840--1896,Botanist,,
"LAY, Brendan Gregory*",1947-,Ecologist,,
LAYARD,fl. 1850s,Algae collector,,
"LAZARIDES, Michael*",1928-2011,"Botanist, agrostologist, with CSIRO Canberra, ACT",notes,portrait
LE GRAND,,,,
"LE PLASTRIER, Constance M.",fl. 1930s,"Author, ?botanist",,
"LE SOUEF, Albert Sherbourne",1877-1951,"Zoo director, NSW, Vic",notes,
"LE SOUEF, W.J. Dudley",1860-1923,Botanical assistant,,
"LE TALL, Benjamin Bower",1858-1906,"Botanist, teacher",,
"LEA, Arthur Mills",1868-1932,Entomologist,,
"LEA, Thomas Simcox, Rev.",1857-1939,Anglican clergyman,notes,
LEACH,fl. 1890s,,,
"LEACH, Gregory John, Dr*",1952-,"University lecturer, herbarium botanist, NT",,portrait
LEAFERS,fl. 1890s,,,
"LEAKE, Georgiana Mary (nee Kingsford)",1812-1896,"Amateur flower painter, Perth",notes,
"LEAKE, Robert Buck",c.1837-1924,Pharmaceutical chemist,,
"LEARMONT, Noel Ful[ord",1880-1970,"Naturalist, historian",,
"LEARY, E.",,,,
"LEBLER, Beryl A., Mrs",fl. 1970s,Botanist,,
"LEDGER, Charles",1818-1905,"Adventurer, plant/animal exporter",,
"LEE, Alma T., Mrs, nee MELVAINE*",1912-1990,"Botanist, initially CSIRO Canberra, later Herbarium Sydney, NSW",notes,portrait
"LEE, Arthur",fl. 1900-15,,,
"LEE, Helen Mary, Mrs, nee PURNELL*",1925-,Botanist,,
"LEE, Ida, see MARRIOI'T",,,,
"LEE, Robert D.",fl. 1940s,"Photographer, mycologist",,
"LEECH, Penny",1947,Botanical/architectural artist,,
"LEFROY, de Courcy",fl. 1885-1889,,,
"LEFROY, John Henry, Sir",1817-1890,Governor,,
"LEHMANN, Friedrich Carl",1850-1903,,,
"LEIBOLD, Fredrich Ernst",1804-1864,,,
LEIBOLDT,,,,
"LEICHHARDT, Friedrich Wilhelm Ludwig, Dr",1813-1848,Explorer,notes,portrait
"LEIGH, John Holland, Dr",1936-,Ecologist,,
"LEISMAN, Gilbert Arthur. Prof.",1924-,"Botanist, palaeobotanist",,
"LEMAIRE, Charles",1800-1871,"Botanical artist, France (did not visit Aust.)",,
"LENDENFELD, Robert Lendlmayer von, Dr",1858-1913,"Phycologist, geologist, from Europe, SA, NSW, NZ",notes,portrait
LEQUERRE,fl. 1908,,,
"LESCHENAULT DE LA TOUR, Baptist Louis Theodore",1773-1826,"Botanist on Baudin's voyages, French",notes,portrait
LESSING,fl. 1948,Botanist,,
"LESSON, Pierre Adolphe [A.]",1805-?,"Surgeon, botanist",,
"LESSON, Rene Primevere",1794-1849,"Naturalist on ship Astrolabe, French",notes,portrait
"LESTANG, de",fl. 1940s,,,
"LESTER, George Mackenzie, Archdeacon",1861-1944,"Anglican clergyman, Brisbane, Rockhampton, QLD",notes,
"LEVI, P.",,Illustrator,,
"LEVITT, Dulcie C., Miss*",1914-,Ethnobiologist,,
"LEVRING, Carl Tore Christian [T.]",1913-1980,,,
"LEWELLIN, Madeline Mary Ravenna",1854-1944,"Fungal artist, collected for Mueller in Vic.",notes,
"LEWIN, John William",?1770-1819,Artist,notes,
"LEWIS, John W.",fl. 1870s,,,
"LEWIS, N.B.",fl. 1950s,,,
"LEWIS, Watkin E.",fl. 1940s,,,
"LEYCESTER, Augustus Adolphus [?A.R.]",-1892,"Farmer, naturalist",,
"LHOTSKY, Johann [Jan]",1795-1866,"Explorer, naturalist",notes,
"LIDGETT, James",1874-1941,Entomologist,,
"LIDGEY, Ernest",1863-?1909,"Geologist, mining engineer",notes,
"LILLEY, Miss",,Lichenologist,,
LIND,fl. 1873-74,,,
"LINDER, Brita",,,,
"LINDLEY, G.",,Horticulturist,,
"LINDON, L.H., Mrs",,,,
"LINDSAY, Lionel Arthur",1874-1961,"Artist, engraver, occasionally of eucalypts",notes,portrait
"LISTER, Joseph Jackson",1857-1927,"Zoologist, Christmas Island expedition leader",notes,
"LITTLE, R.",,,,
"LITTLEJOHN, Robert",1756-1818,Naturalist,,
"LOADER, Miss",fl.1885,"Collected for Mueller at Wakefield R., SA",,
"LOBER, Angela",fl. 2000s,Botanical illustrator,notes,
"LOCKWOOD, Leslie",fl. 1980-90s,"Horticulturist, writer",,portrait
"LODDER, Mary, Miss",1853-1911,Collected algae for Mueller in Tas.,notes,
"LODDIGES, George",1784-1846,Botanical artist,notes,
"LODER, Andrew Charles",1861-?1910,Assistant Forester,,
"LODER, Mary, Mrs [suggest this is LODDER above]",fl. 1889,Algae collector,,
"LOGUE, Kate French G. (later Mrs W.J. BLIGHT)",1867-1968,"Teacher, collected for Mueller in WA",notes,portrait
"LOMBE, Thomas Robert, Dr",fl. 1840s,,,
"LONG, F.H.",,,,
LONGMAN,,,,
"LONGMAN, Herber Albert",1880-1954,,notes,portrait
"LOOKER, H. Waldo",,,,
"LOPEZ, Enguidnos Vinz.",fl. 1790s,Botanical engraver,notes,
"LORD, C.",,,,
"LORD, Ernest E.",1889-1970,"Horticulturist, author",,
"LORIA, A.",fl. 1830s-40s,,,
"LOTHIAN, Thomas Robert Noel*",1915-,"Gardens Director, author horticulturist, SA",,
"LOUDON, Jane Wells",1807-1858,"Novelist and botanical artist, England",notes,portrait
"LOVE, J.H.",fl. 1882,Forester,,
"LOVE, J.R.B., Rev.",fl. 1930s,,,
"LOVEGROVE, Gertrude  Louisa (married name BLACKET)",1859-1961,"Botanical artist, joint author with W.Bauerlen, NSW",notes,
"LOVIS, John Donald, Prof.",1930-,Botanist,,
"LOWE, R.",fl. 1939-69,,,
"LOWRIE, Allen",1948-,"Businessman, Drosera, Stylidium botanist, WA",notes,
"LUCANUS, Augustus",,,,
"LUCAS, Arthur Henry Shakespeare, Prof",1853-1936,"Phycologist, naturalist, mathematician, author",notes,portrait
"LUCAS, Robert",fl. 1887,Carpenter,,
"LUCAS, T.P., Dr",fl. 1879,,,
"LUCAS, W.H.",,,,
LUCHMANN,,,,
"LUDBROOK, N.H., Dr",fl. 1960s,"Geologist, paleobotonist",,
"LUEHMANN, Johann Georg W.",1843-1904,"Government Botanist, writer",notes,portrait
"LUERSSEN, C. [?Christian]",1843-?,,,
LUGERT,,,,
"LUKE, Robert Henry",1909-,Forester,notes,
"LUKIN, Laura (later Mrs Phillips)",1857-1933,Collected for Mueller in WA,notes,
"LULLFITZ, Frederick Conrad James",1914-1983,Nurseryman,,
"LUMHOLTZ, Carl Sophus",1851-1922,"Scientist, anthropologist, traveller, author",notes,
"LUMLEY, Peter F.",1938-,"Herbarium botanist, horticultural botanist, Vict.",,
"LYALL, David, Dr",1817-1895,Surgeon,,
"LYCETT, Joseph",?1774-?1825,"Convict, artist",notes,
"LYELL, George",1866-1951,"Entomologist, orchidologist",,
LYNCH,fl. 1904-13,,,
"LYND, B.",,Naturalist,,
"LYND, Robert [Lieutenant]",1800-1851,"Naturalist, fungal collector",notes,
"LYNDON, S.",before 1898,,,
"MACARTHUR, Elizabeth",1769-1850,Wildflower painter,,
"MACARTHUR, William, Sir",1800-1882,"Horticulturist, vigneron, agriculturalist, NSW",notes,portrait
"MACDONALD, Donald",1857-1932,"Journalist, naturalist",,
"MACDONALD, Dr",fl. ?1850s,Zoologist,,
"MACDONALD, Ross",fl. 1970s,"Botanist, mycologist, writer",,
"MACDONALD, William",fl. 1889-95,,,
"MACDOUGALL, Ormond Campbell",1848-1896,"Inspector of Watering Places, NSW",notes,
"MACE, Jenny",fl. 2015,"Botanical artist, Qld",notes,portrait
"MACFARLANE, Samuel",1877-1911,Missionary,,
"MACFARLANE, Terry Desmond, Dr*",1953-,"Herbarium botanist, monocots, lichen collector, WA",,
"MACGILLIVRAY, John",1821-1867,"Collector, naturalist onboard 'Fly' and 'Rattlesnake' expeditions",notes,portrait
"MACGILLIVRAY, Paul Howard, Dr",1834-1895,Scientist,,
"MACGILLIVRAY, William David Kerr, Dr",1867-1933,Medical practitioner,,
"MACGOWAN, T.",,Lighthouse keeper,,
"MACKAY, John",,,,
"MACKAY, Keith David*",1958-,Botanical artist,notes,portrait
"MACKENZIE, Daniel",fl. 1775-1800,"Botanical engraver UK, never came to Australia",notes,
"MACKLIN, Ellen D., Miss",fl. 1920s,Botanist,,
"MACLAGAN, S.J.",fl. 1960-65,,,
"MACLAINE, Emily Anne, nee SALIER",1844-1897,Collected for Mueller on islands off Tas.,notes,
"MACLAINE, J.D.",fl. 1903,"Grazier, naturalist",,
"MACLAINE, J.H.",fl. 1893,,,
"MACLEAR, John Fiot Lee Pearse, Capt",fl. 1870s,Royal Navy officer,notes,portrait
"MACLEAY, Alexander",1767-1848,"Colonial Secretary horticulturist, entomologist, NSW",notes,portrait
"MACLEAY, George, Sir",1809-1891,"Explorer, pastoralist, politician",,
"MACLEAY, William John, Sir",1820-1891,"Scientist, pastoralist, politician",,portrait
"MACLEAY, William Sharp",1792-1865,"Scientist, naturalist, NSW",notes,portrait
"MACMAHON, Philip",1857-1911,"Horticulturist, garden curator",,
"MACMILLAN, Angus",1810-1865,"Explorer, pastoralist",,
"MACMILLAN, Bryony H., Miss",fl. 1970s,Botanist,,
"MACMILLAN, Marion",fl.1971,"Technician, horticulturist, Canberra Botanic Gardens, ACT",,
"MACONOCHIE, John Richard*",1941-1984,"Herbarium botanist, SA, NT, (Africa, Oman UAE)",notes,portrait
"MACPARLANE, John Neil*",1939-,"Farmer, naturalist",,
"MACPHERSON, Ken",1914-1995,"Orchid breeder and collector, north Qld",notes,portrait
"MACPHERSON, P.",fl. pre-1900,,,
"MACPHERSON, W. Alexander",fl. 1870s-90s,"Gardener, museum attendant, Qld, NSW",notes,
"MACPHERSON, W.S.",,,,
"MACVEAN, W.",,,,
"MADDEN, Annie Eliza (later Lady Madden) nee FRANCIS",1845-1924,Collected for Mueller in Vic.,notes,
"MADIGAN, Cecil Thomas",1889-1947,"Geologist, explorer",,
"MADSEN, Monica Osterkamp",fl. 1990s,Botanical illustrator,notes,
"MAGUIRE, T.E.",,,,
"MAIDEN, Joseph Henry",1859-1925,"Gardens Director, botanist, eucalyptologist, author, bibliographer",notes,portrait
"MAIDEN, Mary",fl. 1911,Botanical illustrator (daughter of J.H. Maiden),,
"MAINE, Albert Russell",1919-,zoologist,,
"MAIR, Herbert Knowles Charles*",1909-1999,"Botanist, Canberra, Darwin,later Gardens Director, Syd. NT, NSW",notes,portrait
"MAKINSON, Robert Owen (Bob)",1956,"Botanist, Grevillea specialist, NSW, CANBR Herbaria, ACT",notes,portrait
"MALAHIDE, Lord Talbot de, see TALBOT de MALAHIDE",,,,
"MALASPINA, M.",,,,
"MALCOLM, Clive Vincent",1933-,Ecologist,,
"MALCOM, C.R.",fl. 1980s,Agronomist,,
"MALLARD, Mrs",fl. 1840s,Algae collector,,
"MALLINSON, Dave",fl.2000s,"Technician, Aust National Herbarium, Canberra, ACT",,
"MALONEY, Betty",1925-,Botanical artist,notes,
"MALPAS, W.T.",,,,
"MANGLES, George",fl. 1830s,Horticulturist,,
"MANGLES, James, Capt.",1786-1867,Naval Commander,notes,
"MANGLES, Robert",fl. 1830s,,,
"MANIFOLD, Mrs",fl.1891,Collected for Mueller in Vic.,,
"MANN, L.",fl. pre 1900s,,,
"MANSBRIDGE, W.O.",fl. 1895,,,
"MANSFIELD, C.",fl. 1902,,,
"MANTON, Charlotte nee WILKINSON",1811-1896,Collected for Mueller in Vic.,notes,
"MAPLESTONE, Charles M.",1838-1914,Public servant. naturalist,,
"MARCHANT, Neville Graeme, Dr",1939-,"Herbarium botanist, WA",notes,
"MARECHAL, Nicholas",fl. 1800-1803,"Botanical artist, engraver",notes,
"MARKES, Mrs",fl. 1895,"Collected for Mueller at Murchison R., and Coolardie, WA",,
"MARKS, Elizabeth Nesta",1918-2002,Entomologist,notes,portrait
"MAROSKE, Ian Otto*",1928-,Teacher,,
"MARRFURRA, Patricia",1958-,Aboriginal artist,notes,portrait
"MARRINER, George Henry",1853-1928,Nurseryman,,portrait
MARRIOT,,,,
"MARRIOTT, Ida [Mrs C.B.], nee LEE",,Author,,
"MARRIOTT, Neil R.",1951-,"Nurseyman, photographer, author, Grevillea authority",notes,portrait
"MARRYATT, Rosemary G., Mrs, nee REES",1940-,"Forest botanist, teacher",notes,
"MARSH, Jack Albert",1938-,"Teacher, ecologist",,
"MARSHALL, W.",fl. 1900s,"Botanical artist, mostly eucalypts for R.T. Baker",notes,
"MARSHALL, W.",fl. early 1900s,Botanical artist,notes,
"MARTENS, Conrad",1801-1878,"Landscape artist, ocasionally painted trees",notes,portrait
"MARTENS, Georg Matthias [Matthaeus] von",1788-1872,Botanist,notes,
"MARTENSZ, Peter Nigel",1942-2014,"Born Ceylon, botanist, editor, mostly in Canberra",notes,portrait
MARTIN,fl. 1911-16,,,
"MARTIN, Anthony R.H., Dr",fl. 1960-85,Palynologist,,
"MARTIN, D.C.",fl. 1892,,,
"MARTIN, Flora M., Mrs, nee CAMPBELL",-1923,"Fungi collector, farmer",,
"MARTIN, Flora Mary (nee Campbell)",1845-1923,"Collected plants for Mueller, fungi for Cooke, fungi artist, Tas, Vict",notes,
"MARTIN, Helene Alice, Dr",fl. 1950s-85,"Botanist, palynologist",,
"MARTIN, J.",pre 1900,,,
"MARTIN, James, Dr",,,,
"MARTIN, M.S., Miss, see PERCIVAL",,,,
"MARTIN, T.C.",fl. 1887,,,
"MARYON, J.E.C.",fl. 1916,,,
"MASLIN, Bruce Roger*",1946-,"Herbarium botanist, Acacia specialist, illustrator, WA",notes,portrait
"MASON, L.",fl. 1980s,Illustrator,,
"MASON, Ruth*",1913-,Botanist,,
"MASSARD,",fl. 1820s,Botanical engraver,notes,
"MASTER, C.J.M.",,,,
"MASTERMAN, Edith Mervinia, mrs",1901-,Botanical artist,,
"MASTERS, George",pre-1928,Naturalist,,portrait
MATCHWICK,fl. 1851,,,
"MATHESON, Robert Sackville*",1913-,Geologist,notes,
"MATTHEWS, P.",fl. 1960s,,,
"MATTHEWS, S.A.",,,,
"MATTHEWS, W.F.",,,,
"MATTINGLEY, Arthur Herbert Evelyn",1870-1950,"customs officer, naturalist",,
"MATTISKE, Elizabeth Mary, Dr, nee HEDDLE",,"Botanist, ecologist",,
"MAUND, Sarah",1819-1909,"Botanical artist, England",notes,
"MAURITZON, J.",fl. 1930s,,,
"MAXWELL, George",1804-1880,Dealer in natural history specimens,notes,
"MAXWELL, L.C.",fl. 1916,,,
"MAY, A.W.S.",,,,
"MAY, Marjorie, Mrs (nee Hall)",fl. 1960s-1980s,Botanical illustrator,notes,
"MAY, Valerie*",1916-,"Botanist, phycologist",,portrait
"MAYFIELD, Enid",1945-,Botanical artist,notes,
"MAYR, E.",,Botanist,,
"McADAM, Jennie E. Miss",fl.1889,"Collected for Mueller near Swan Hill, Vic.",,
"McALISTER, Edward James*",1942-,Botanist,,
"MCALPINE, D.K.",fl. 1972,,,
"McALPINE, Daniel",1849-1932,"Botanist, mycologist",notes,portrait
"McARTHUR, Capt.",fl. ?1848,,,
"McARTHUR, Kathleen",1915-2000,"Wildflower painter, conservationist",notes,portrait
"McAULAY, Alexander Leicester",1895-1969,"Physicist, teacher, chromosome botanist, Tas.",notes,
"McBARRON, E.J.",fl. 1955,"Veterinary officer, botanist",,
"McCAHON, Judith, Miss",fl. 1960s-80s,Photographer,,
"McCANN, Annie Bellew (nee McDonald)",1838-1924,"Postmistress, poet, embroiderer, collected for Mueller in Vic.",notes,portrait
"McCANN, Ian, R.",,"Farmer, photographer, tour guide",,
"McCANN, Mona Anna Clare",c.1872-1930,"Collected for Mueller at Snowy Creek, Vic.",notes,
"McCARTHY, Patrick",1955-,"Herbarium botanist, editor, lichen specialist, Vict, ACT",,
"McCAULAY, Alexander Leicester, Prof",1895-1969,Biophysician,,
"McCOMB, Arthur James",1836-,"Professor of Environmental Science at Murdoch Uni, WA",notes,
"McCOMB, Jennifer Anne, Dr",1943-,Botanist,,
"McCOMISH, Ida, Mrs (nee Evans)",1885–1978,"Botanical artist and collector, Aust, NZ and Pacific",notes,
"McCOMISH, James Doran, Capt.",1880–1948,"Botanist, historian, Aust, NZ and Pacific",,
"McCORMICK, Robert",1800-1890,Assistant surgeon,,
"McCOY, Frederick, Prof. Sir",1823-1899,"Museum director, naturalist",,portrait
"McCRAE, Thomas",1830s-1901,Artist,,
"McCRAITH, Gerald",1909-2009,"Businessman, orchid enthusiast, photographer, philanthropist",notes,
"McCUBBIN, Charles Wilson*",1930-,"Author, illustrator, naturalist",,
"McCULLOCH, Joseph",fl. 1885,,,
"McCUSKER, Alison, Dr",1933-2015,"Botanist, involved with early 'Flora of Australia', NSW, Africa, ACT",notes,portrait
"McDONALD, Elizabeth",1910-2007,"Wildflower painter, author, NSW, Qld",notes,portrait
"McDONALD, H.",fl. 1950s,,,
"McDONALD, J.A.",fl. 1882,,,
"McDONALD, J.J.",fl. 1970s,Botanist,,
"McDONALD, Maurice William",fl. 1996,"Botanist (esp. acacias and eucalypts), curator FRI",,
"McDONALD, Nellie, Miss",fl.1886-97,Collected for Mueller in SA,notes,
"McDONALD, Terence John",1935-,Botanist,,
McDONALD. L.,fl. 1964,,,
"McDONNELL, Pam",fl.1970,"Technician, Canberra Botanic Gardens Herbarium",,
"McDOUGALL, Miss",fl.1885,"Collected for Mueller at Murtoa, Vic.",,
"McEWAN-MASON, Jennifer Ruth Cleminger",1956-,Palynologist,,
"McEWEN [McEWAN], (Mrs HEYWOOD)",fl.1892,Collected lichens for Mueller in Tas.,,
"McEWEN, Marion C., Mrs",,,,
"McFAYDEN, R.E., Dr",fl. 1980S,Botanist,,
"McGANN, Leslie Roy",1935-,"Research forester, WA",notes,
"McGILLIVRAY, Donald John (Don)*",1935-2012,"Herbarium botanist, Grevillea specialist, NSW",notes,portrait
"McGLYNN, Fiona",fl. 2000s,Botanical illustrator,notes,portrait
"McGLYNN, William Henry",1876-1956,Teacher of tanning,,
"McGRAITH, Gerald",,Orchidologist,,portrait
"McHARD, Mary Ann,  nee JONES",1825-1912,Collected for Mueller in WA,notes,portrait
McHARG,,,,
"McKEE, Hugh Shaw, = MACKEE, Hugh Shaw",1912-1995,"Botanist, biochemist, lecturer, collector, New Caledonia, NSW",notes,portrait
"McKELLAR, Jane Campbell",1852-1936,Collected for Mueller in Qld,notes,
"McKIBBIN, J.N.",fl. 1880s,"School teacher, orchidologist",,
